Indicator,Year,Geography,FIPS,Age Group,Cases,Rate per 100000
Tuberculosis,2005,Georgia,13,0-4,30,4.5
Tuberculosis,2005,Georgia,13,5-14,11,0.9
Tuberculosis,2005,Georgia,13,15-24,74,5.7
Tuberculosis,2005,Georgia,13,25-34,89,6.9
Tuberculosis,2005,Georgia,13,35-44,96,6.9
Tuberculosis,2005,Georgia,13,45-54,82,6.6
Tuberculosis,2005,Georgia,13,55-64,46,5.3
Tuberculosis,2005,Georgia,13,65+,76,8.8
Tuberculosis,2006,Georgia,13,0-4,28,4.1
Tuberculosis,2006,Georgia,13,5-14,10,0.8
Tuberculosis,2006,Georgia,13,15-24,68,5.1
Tuberculosis,2006,Georgia,13,25-34,103,7.8
Tuberculosis,2006,Georgia,13,35-44,92,6.5
Tuberculosis,2006,Georgia,13,45-54,89,6.9
Tuberculosis,2006,Georgia,13,55-64,59,6.4
Tuberculosis,2006,Georgia,13,65+,56,6.2
Tuberculosis,2007,Georgia,13,0-4,26,3.7
Tuberculosis,2007,Georgia,13,5-14,11,0.8
Tuberculosis,2007,Georgia,13,15-24,58,4.3
Tuberculosis,2007,Georgia,13,25-34,86,6.5
Tuberculosis,2007,Georgia,13,35-44,84,5.9
Tuberculosis,2007,Georgia,13,45-54,90,6.8
Tuberculosis,2007,Georgia,13,55-64,51,5.3
Tuberculosis,2007,Georgia,13,65+,70,7.5
Tuberculosis,2008,Georgia,13,0-4,33,4.7
Tuberculosis,2008,Georgia,13,5-14,9,0.7
Tuberculosis,2008,Georgia,13,15-24,52,3.8
Tuberculosis,2008,Georgia,13,25-34,93,7
Tuberculosis,2008,Georgia,13,35-44,82,5.7
Tuberculosis,2008,Georgia,13,45-54,74,5.5
Tuberculosis,2008,Georgia,13,55-64,72,7.2
Tuberculosis,2008,Georgia,13,65+,61,6.3
Tuberculosis,2009,Georgia,13,0-4,17,2.5
Tuberculosis,2009,Georgia,13,5-14,7,0.5
Tuberculosis,2009,Georgia,13,15-24,57,4.1
Tuberculosis,2009,Georgia,13,25-34,80,6
Tuberculosis,2009,Georgia,13,35-44,62,4.4
Tuberculosis,2009,Georgia,13,45-54,90,6.5
Tuberculosis,2009,Georgia,13,55-64,40,3.9
Tuberculosis,2009,Georgia,13,65+,58,5.8
Tuberculosis,2010,Georgia,13,0-4,14,2
Tuberculosis,2010,Georgia,13,5-14,13,0.9
Tuberculosis,2010,Georgia,13,15-24,46,3.3
Tuberculosis,2010,Georgia,13,25-34,70,5.2
Tuberculosis,2010,Georgia,13,35-44,68,4.9
Tuberculosis,2010,Georgia,13,45-54,90,6.5
Tuberculosis,2010,Georgia,13,55-64,52,4.8
Tuberculosis,2010,Georgia,13,65+,58,5.6
Tuberculosis,2011,Georgia,13,0-4,16,2.4
Tuberculosis,2011,Georgia,13,5-14,10,0.7
Tuberculosis,2011,Georgia,13,15-24,39,2.8
Tuberculosis,2011,Georgia,13,25-34,70,5.2
Tuberculosis,2011,Georgia,13,35-44,52,3.8
Tuberculosis,2011,Georgia,13,45-54,65,4.6
Tuberculosis,2011,Georgia,13,55-64,50,4.5
Tuberculosis,2011,Georgia,13,65+,45,4.2
Tuberculosis,2012,Georgia,13,0-4,11,1.6
Tuberculosis,2012,Georgia,13,5-14,12,0.9
Tuberculosis,2012,Georgia,13,15-24,40,2.8
Tuberculosis,2012,Georgia,13,25-34,60,4.4
Tuberculosis,2012,Georgia,13,35-44,58,4.2
Tuberculosis,2012,Georgia,13,45-54,68,4.9
Tuberculosis,2012,Georgia,13,55-64,60,5.3
Tuberculosis,2012,Georgia,13,65+,49,4.3
Tuberculosis,2013,Georgia,13,0-4,16,2.4
Tuberculosis,2013,Georgia,13,5-14,10,0.7
Tuberculosis,2013,Georgia,13,15-24,23,1.6
Tuberculosis,2013,Georgia,13,25-34,65,4.8
Tuberculosis,2013,Georgia,13,35-44,57,4.2
Tuberculosis,2013,Georgia,13,45-54,69,4.9
Tuberculosis,2013,Georgia,13,55-64,46,4
Tuberculosis,2013,Georgia,13,65+,53,4.4
Tuberculosis,2014,Georgia,13,0-4,15,2.3
Tuberculosis,2014,Georgia,13,5-14,12,0.8
Tuberculosis,2014,Georgia,13,15-24,23,1.6
Tuberculosis,2014,Georgia,13,25-34,62,4.5
Tuberculosis,2014,Georgia,13,35-44,56,4.1
Tuberculosis,2014,Georgia,13,45-54,60,4.3
Tuberculosis,2014,Georgia,13,55-64,50,4.2
Tuberculosis,2014,Georgia,13,65+,56,4.5
Tuberculosis,2015,Georgia,13,0-4,15,2.3
Tuberculosis,2015,Georgia,13,5-14,3,0.2
Tuberculosis,2015,Georgia,13,15-24,25,1.7
Tuberculosis,2015,Georgia,13,25-34,52,3.7
Tuberculosis,2015,Georgia,13,35-44,58,4.2
Tuberculosis,2015,Georgia,13,45-54,64,4.6
Tuberculosis,2015,Georgia,13,55-64,58,4.8
Tuberculosis,2015,Georgia,13,65+,43,3.3
Tuberculosis,2016,Georgia,13,0-4,10,1.5
Tuberculosis,2016,Georgia,13,5-14,10,0.7
Tuberculosis,2016,Georgia,13,15-24,24,1.7
Tuberculosis,2016,Georgia,13,25-34,44,3.1
Tuberculosis,2016,Georgia,13,35-44,47,3.5
Tuberculosis,2016,Georgia,13,45-54,57,4
Tuberculosis,2016,Georgia,13,55-64,54,4.4
Tuberculosis,2016,Georgia,13,65+,56,4.1
Tuberculosis,2017,Georgia,13,0-4,13,2
Tuberculosis,2017,Georgia,13,5-14,9,0.6
Tuberculosis,2017,Georgia,13,15-24,26,1.8
Tuberculosis,2017,Georgia,13,25-34,58,4
Tuberculosis,2017,Georgia,13,35-44,45,3.3
Tuberculosis,2017,Georgia,13,45-54,39,2.8
Tuberculosis,2017,Georgia,13,55-64,53,4.2
Tuberculosis,2017,Georgia,13,65+,50,3.6
Tuberculosis,2018,Georgia,13,0-4,6,0.9
Tuberculosis,2018,Georgia,13,5-14,10,0.7
Tuberculosis,2018,Georgia,13,15-24,20,1.4
Tuberculosis,2018,Georgia,13,25-34,57,3.9
Tuberculosis,2018,Georgia,13,35-44,44,3.2
Tuberculosis,2018,Georgia,13,45-54,28,2
Tuberculosis,2018,Georgia,13,55-64,34,2.6
Tuberculosis,2018,Georgia,13,65+,71,4.9
Tuberculosis,2019,Georgia,13,0-4,13,2
Tuberculosis,2019,Georgia,13,5-14,7,0.5
Tuberculosis,2019,Georgia,13,15-24,32,2.2
Tuberculosis,2019,Georgia,13,25-34,55,3.7
Tuberculosis,2019,Georgia,13,35-44,40,2.9
Tuberculosis,2019,Georgia,13,45-54,40,2.9
Tuberculosis,2019,Georgia,13,55-64,58,4.4
Tuberculosis,2019,Georgia,13,65+,57,3.8
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,0-4,7,1.1
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,5-14,3,0.2
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,15-24,18,1.2
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,25-34,41,2.8
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,35-44,47,3.3
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,45-54,29,2.1
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,55-64,40,3
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,65+,35,2.3
Tuberculosis,2021,Georgia,13,0-4,5,0.8
Tuberculosis,2021,Georgia,13,5-14,9,0.6
Tuberculosis,2021,Georgia,13,15-24,22,1.5
Tuberculosis,2021,Georgia,13,25-34,34,2.3
Tuberculosis,2021,Georgia,13,35-44,39,2.7
Tuberculosis,2021,Georgia,13,45-54,39,2.8
Tuberculosis,2021,Georgia,13,55-64,29,2.2
Tuberculosis,2021,Georgia,13,65+,45,2.8
Tuberculosis,2022,Georgia,13,0-4,11,1.7
Tuberculosis,2022,Georgia,13,5-14,2,0.1
Tuberculosis,2022,Georgia,13,15-24,23,1.5
Tuberculosis,2022,Georgia,13,25-34,37,2.4
Tuberculosis,2022,Georgia,13,35-44,50,3.5
Tuberculosis,2022,Georgia,13,45-54,45,3.2
Tuberculosis,2022,Georgia,13,55-64,44,3.3
Tuberculosis,2022,Georgia,13,65+,50,3
Tuberculosis,2000,Hawaii,15,0-4,2,2.6
Tuberculosis,2000,Hawaii,15,5-14,0,0
Tuberculosis,2000,Hawaii,15,15-24,9,5.4
Tuberculosis,2000,Hawaii,15,25-34,18,10.6
Tuberculosis,2000,Hawaii,15,35-44,17,8.9
Tuberculosis,2000,Hawaii,15,45-54,26,15.1
Tuberculosis,2000,Hawaii,15,55-64,23,21.4
Tuberculosis,2000,Hawaii,15,65+,41,25.4
Tuberculosis,2001,Hawaii,15,0-4,1,1.3
Tuberculosis,2001,Hawaii,15,5-14,1,0.6
Tuberculosis,2001,Hawaii,15,15-24,16,9.4
Tuberculosis,2001,Hawaii,15,25-34,13,7.7
Tuberculosis,2001,Hawaii,15,35-44,17,9
Tuberculosis,2001,Hawaii,15,45-54,26,14.7
Tuberculosis,2001,Hawaii,15,55-64,30,26.6
Tuberculosis,2001,Hawaii,15,65+,46,28.2
Tuberculosis,2002,Hawaii,15,0-4,3,3.8
Tuberculosis,2002,Hawaii,15,5-14,3,1.8
Tuberculosis,2002,Hawaii,15,15-24,13,7.5
Tuberculosis,2002,Hawaii,15,25-34,15,8.9
Tuberculosis,2002,Hawaii,15,35-44,25,13.4
Tuberculosis,2002,Hawaii,15,45-54,21,11.6
Tuberculosis,2002,Hawaii,15,55-64,23,19.1
Tuberculosis,2002,Hawaii,15,65+,45,27.2
Tuberculosis,2003,Hawaii,15,0-4,2,2.5
Tuberculosis,2003,Hawaii,15,5-14,1,0.6
Tuberculosis,2003,Hawaii,15,15-24,11,6.2
Tuberculosis,2003,Hawaii,15,25-34,13,7.8
Tuberculosis,2003,Hawaii,15,35-44,19,10.4
Tuberculosis,2003,Hawaii,15,45-54,13,7.1
Tuberculosis,2003,Hawaii,15,55-64,13,10.2
Tuberculosis,2003,Hawaii,15,65+,44,26.2
Tuberculosis,2004,Hawaii,15,0-4,1,1.2
Tuberculosis,2004,Hawaii,15,5-14,3,1.8
Tuberculosis,2004,Hawaii,15,15-24,9,5
Tuberculosis,2004,Hawaii,15,25-34,14,8.3
Tuberculosis,2004,Hawaii,15,35-44,18,9.9
Tuberculosis,2004,Hawaii,15,45-54,15,8
Tuberculosis,2004,Hawaii,15,55-64,20,14.6
Tuberculosis,2004,Hawaii,15,65+,36,21.1
Tuberculosis,2005,Hawaii,15,0-4,1,1.2
Tuberculosis,2005,Hawaii,15,5-14,2,1.2
Tuberculosis,2005,Hawaii,15,15-24,9,4.9
Tuberculosis,2005,Hawaii,15,25-34,16,9.2
Tuberculosis,2005,Hawaii,15,35-44,8,4.4
Tuberculosis,2005,Hawaii,15,45-54,17,8.9
Tuberculosis,2005,Hawaii,15,55-64,17,11.8
Tuberculosis,2005,Hawaii,15,65+,42,24.1
Tuberculosis,2006,Hawaii,15,0-4,0,0
Tuberculosis,2006,Hawaii,15,5-14,2,1.2
Tuberculosis,2006,Hawaii,15,15-24,15,8.1
Tuberculosis,2006,Hawaii,15,25-34,11,6.2
Tuberculosis,2006,Hawaii,15,35-44,22,12.1
Tuberculosis,2006,Hawaii,15,45-54,16,8.3
Tuberculosis,2006,Hawaii,15,55-64,19,12.5
Tuberculosis,2006,Hawaii,15,65+,29,16.4
Tuberculosis,2007,Hawaii,15,0-4,1,1.2
Tuberculosis,2007,Hawaii,15,5-14,2,1.2
Tuberculosis,2007,Hawaii,15,15-24,14,7.7
Tuberculosis,2007,Hawaii,15,25-34,14,8
Tuberculosis,2007,Hawaii,15,35-44,10,5.6
Tuberculosis,2007,Hawaii,15,45-54,20,10.4
Tuberculosis,2007,Hawaii,15,55-64,25,15.7
Tuberculosis,2007,Hawaii,15,65+,36,20
Tuberculosis,2008,Hawaii,15,0-4,0,0
Tuberculosis,2008,Hawaii,15,5-14,2,1.2
Tuberculosis,2008,Hawaii,15,15-24,12,6.6
Tuberculosis,2008,Hawaii,15,25-34,15,8.3
Tuberculosis,2008,Hawaii,15,35-44,10,5.6
Tuberculosis,2008,Hawaii,15,45-54,30,15.5
Tuberculosis,2008,Hawaii,15,55-64,25,15.1
Tuberculosis,2008,Hawaii,15,65+,30,16.3
Tuberculosis,2009,Hawaii,15,0-4,2,2.3
Tuberculosis,2009,Hawaii,15,5-14,0,0
Tuberculosis,2009,Hawaii,15,15-24,10,5.5
Tuberculosis,2009,Hawaii,15,25-34,12,6.5
Tuberculosis,2009,Hawaii,15,35-44,14,7.9
Tuberculosis,2009,Hawaii,15,45-54,24,12.4
Tuberculosis,2009,Hawaii,15,55-64,20,11.7
Tuberculosis,2009,Hawaii,15,65+,35,18.4
Tuberculosis,2010,Hawaii,15,0-4,4,4.6
Tuberculosis,2010,Hawaii,15,5-14,3,1.8
Tuberculosis,2010,Hawaii,15,15-24,11,6
Tuberculosis,2010,Hawaii,15,25-34,15,8
Tuberculosis,2010,Hawaii,15,35-44,9,5.1
Tuberculosis,2010,Hawaii,15,45-54,14,7.2
Tuberculosis,2010,Hawaii,15,55-64,17,9.6
Tuberculosis,2010,Hawaii,15,65+,42,21.4
Tuberculosis,2011,Hawaii,15,0-4,1,1.1
Tuberculosis,2011,Hawaii,15,5-14,0,0
Tuberculosis,2011,Hawaii,15,15-24,12,6.6
Tuberculosis,2011,Hawaii,15,25-34,13,6.8
Tuberculosis,2011,Hawaii,15,35-44,13,7.4
Tuberculosis,2011,Hawaii,15,45-54,16,8.4
Tuberculosis,2011,Hawaii,15,55-64,30,16.6
Tuberculosis,2011,Hawaii,15,65+,38,18.7
Tuberculosis,2012,Hawaii,15,0-4,1,1.1
Tuberculosis,2012,Hawaii,15,5-14,3,1.8
Tuberculosis,2012,Hawaii,15,15-24,14,7.7
Tuberculosis,2012,Hawaii,15,25-34,14,7.1
Tuberculosis,2012,Hawaii,15,35-44,7,4
Tuberculosis,2012,Hawaii,15,45-54,15,8
Tuberculosis,2012,Hawaii,15,55-64,25,13.7
Tuberculosis,2012,Hawaii,15,65+,38,17.9
Tuberculosis,2013,Hawaii,15,0-4,1,1.1
Tuberculosis,2013,Hawaii,15,5-14,3,1.8
Tuberculosis,2013,Hawaii,15,15-24,12,6.6
Tuberculosis,2013,Hawaii,15,25-34,13,6.5
Tuberculosis,2013,Hawaii,15,35-44,11,6.2
Tuberculosis,2013,Hawaii,15,45-54,20,10.9
Tuberculosis,2013,Hawaii,15,55-64,19,10.4
Tuberculosis,2013,Hawaii,15,65+,36,16.3
Tuberculosis,2014,Hawaii,15,0-4,0,0
Tuberculosis,2014,Hawaii,15,5-14,2,1.2
Tuberculosis,2014,Hawaii,15,15-24,13,7.2
Tuberculosis,2014,Hawaii,15,25-34,16,7.9
Tuberculosis,2014,Hawaii,15,35-44,13,7.4
Tuberculosis,2014,Hawaii,15,45-54,23,12.7
Tuberculosis,2014,Hawaii,15,55-64,24,13.1
Tuberculosis,2014,Hawaii,15,65+,45,19.6
Tuberculosis,2015,Hawaii,15,0-4,4,4.3
Tuberculosis,2015,Hawaii,15,5-14,4,2.4
Tuberculosis,2015,Hawaii,15,15-24,22,12.3
Tuberculosis,2015,Hawaii,15,25-34,9,4.4
Tuberculosis,2015,Hawaii,15,35-44,17,9.6
Tuberculosis,2015,Hawaii,15,45-54,15,8.4
Tuberculosis,2015,Hawaii,15,55-64,22,12
Tuberculosis,2015,Hawaii,15,65+,34,14.3
Tuberculosis,2016,Hawaii,15,0-4,2,2.2
Tuberculosis,2016,Hawaii,15,5-14,2,1.2
Tuberculosis,2016,Hawaii,15,15-24,6,3.4
Tuberculosis,2016,Hawaii,15,25-34,11,5.3
Tuberculosis,2016,Hawaii,15,35-44,12,6.8
Tuberculosis,2016,Hawaii,15,45-54,14,7.9
Tuberculosis,2016,Hawaii,15,55-64,25,13.6
Tuberculosis,2016,Hawaii,15,65+,47,19.1
Tuberculosis,2017,Hawaii,15,0-4,2,2.2
Tuberculosis,2017,Hawaii,15,5-14,2,1.2
Tuberculosis,2017,Hawaii,15,15-24,14,8.2
Tuberculosis,2017,Hawaii,15,25-34,16,7.8
Tuberculosis,2017,Hawaii,15,35-44,15,8.4
Tuberculosis,2017,Hawaii,15,45-54,16,9.2
Tuberculosis,2017,Hawaii,15,55-64,15,8.2
Tuberculosis,2017,Hawaii,15,65+,36,14.2
Tuberculosis,2018,Hawaii,15,0-4,2,2.3
Tuberculosis,2018,Hawaii,15,5-14,2,1.2
Tuberculosis,2018,Hawaii,15,15-24,8,4.8
Tuberculosis,2018,Hawaii,15,25-34,11,5.4
Tuberculosis,2018,Hawaii,15,35-44,11,6.1
Tuberculosis,2018,Hawaii,15,45-54,12,7
Tuberculosis,2018,Hawaii,15,55-64,27,14.9
Tuberculosis,2018,Hawaii,15,65+,47,17.9
Tuberculosis,2019,Hawaii,15,0-4,3,3.5
Tuberculosis,2019,Hawaii,15,5-14,1,0.6
Tuberculosis,2019,Hawaii,15,15-24,10,6.1
Tuberculosis,2019,Hawaii,15,25-34,12,6
Tuberculosis,2019,Hawaii,15,35-44,6,3.3
Tuberculosis,2019,Hawaii,15,45-54,13,7.8
Tuberculosis,2019,Hawaii,15,55-64,18,10
Tuberculosis,2019,Hawaii,15,65+,36,13.4
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,0-4,3,3.5
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,5-14,1,0.6
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,15-24,10,5.9
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,25-34,7,3.5
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,35-44,6,3.2
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,45-54,14,8.2
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,55-64,21,11.5
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,65+,30,10.8
Tuberculosis,2021,Hawaii,15,0-4,5,6.1
Tuberculosis,2021,Hawaii,15,5-14,3,1.7
Tuberculosis,2021,Hawaii,15,15-24,7,4.1
Tuberculosis,2021,Hawaii,15,25-34,5,2.6
Tuberculosis,2021,Hawaii,15,35-44,11,5.8
Tuberculosis,2021,Hawaii,15,45-54,17,10
Tuberculosis,2021,Hawaii,15,55-64,23,12.7
Tuberculosis,2021,Hawaii,15,65+,35,12.2
Tuberculosis,2022,Hawaii,15,0-4,5,6.3
Tuberculosis,2022,Hawaii,15,5-14,3,1.8
Tuberculosis,2022,Hawaii,15,15-24,7,4.2
Tuberculosis,2022,Hawaii,15,25-34,7,3.7
Tuberculosis,2022,Hawaii,15,35-44,7,3.7
Tuberculosis,2022,Hawaii,15,45-54,20,11.8
Tuberculosis,2022,Hawaii,15,55-64,17,9.6
Tuberculosis,2022,Hawaii,15,65+,35,11.9
Tuberculosis,2000,Idaho,16,0-4,1,1
Tuberculosis,2000,Idaho,16,5-14,0,0
Tuberculosis,2000,Idaho,16,15-24,3,1.5
Tuberculosis,2000,Idaho,16,25-34,3,1.8
Tuberculosis,2000,Idaho,16,35-44,1,0.5
Tuberculosis,2000,Idaho,16,45-54,1,0.6
Tuberculosis,2000,Idaho,16,55-64,2,1.8
Tuberculosis,2000,Idaho,16,65+,5,3.4
Tuberculosis,2001,Idaho,16,0-4,0,0
Tuberculosis,2001,Idaho,16,5-14,1,0.5
Tuberculosis,2001,Idaho,16,15-24,1,0.5
Tuberculosis,2001,Idaho,16,25-34,1,0.6
Tuberculosis,2001,Idaho,16,35-44,1,0.5
Tuberculosis,2001,Idaho,16,45-54,2,1.1
Tuberculosis,2001,Idaho,16,55-64,1,0.9
Tuberculosis,2001,Idaho,16,65+,2,1.3
Tuberculosis,2002,Idaho,16,0-4,0,0
Tuberculosis,2002,Idaho,16,5-14,1,0.5
Tuberculosis,2002,Idaho,16,15-24,3,1.4
Tuberculosis,2002,Idaho,16,25-34,2,1.2
Tuberculosis,2002,Idaho,16,35-44,2,1.1
Tuberculosis,2002,Idaho,16,45-54,1,0.5
Tuberculosis,2002,Idaho,16,55-64,2,1.7
Tuberculosis,2002,Idaho,16,65+,3,2
Tuberculosis,2003,Idaho,16,0-4,1,1
Tuberculosis,2003,Idaho,16,5-14,1,0.5
Tuberculosis,2003,Idaho,16,15-24,3,1.4
Tuberculosis,2003,Idaho,16,25-34,2,1.1
Tuberculosis,2003,Idaho,16,35-44,1,0.5
Tuberculosis,2003,Idaho,16,45-54,2,1.1
Tuberculosis,2003,Idaho,16,55-64,0,0
Tuberculosis,2003,Idaho,16,65+,3,1.9
Tuberculosis,2004,Idaho,16,0-4,1,0.9
Tuberculosis,2004,Idaho,16,5-14,0,0
Tuberculosis,2004,Idaho,16,15-24,1,0.5
Tuberculosis,2004,Idaho,16,25-34,2,1.1
Tuberculosis,2004,Idaho,16,35-44,0,0
Tuberculosis,2004,Idaho,16,45-54,2,1
Tuberculosis,2004,Idaho,16,55-64,1,0.7
Tuberculosis,2004,Idaho,16,65+,4,2.5
Tuberculosis,2005,Idaho,16,0-4,1,0.9
Tuberculosis,2005,Idaho,16,5-14,1,0.5
Tuberculosis,2005,Idaho,16,15-24,1,0.5
Tuberculosis,2005,Idaho,16,25-34,3,1.6
Tuberculosis,2005,Idaho,16,35-44,3,1.6
Tuberculosis,2005,Idaho,16,45-54,6,3
Tuberculosis,2005,Idaho,16,55-64,3,2.1
Tuberculosis,2005,Idaho,16,65+,5,3
Tuberculosis,2006,Idaho,16,0-4,0,0
Tuberculosis,2006,Idaho,16,5-14,1,0.5
Tuberculosis,2006,Idaho,16,15-24,2,0.9
Tuberculosis,2006,Idaho,16,25-34,6,3.1
Tuberculosis,2006,Idaho,16,35-44,2,1
Tuberculosis,2006,Idaho,16,45-54,2,1
Tuberculosis,2006,Idaho,16,55-64,1,0.7
Tuberculosis,2006,Idaho,16,65+,6,3.5
Tuberculosis,2007,Idaho,16,0-4,0,0
Tuberculosis,2007,Idaho,16,5-14,0,0
Tuberculosis,2007,Idaho,16,15-24,1,0.4
Tuberculosis,2007,Idaho,16,25-34,3,1.5
Tuberculosis,2007,Idaho,16,35-44,1,0.5
Tuberculosis,2007,Idaho,16,45-54,0,0
Tuberculosis,2007,Idaho,16,55-64,2,1.2
Tuberculosis,2007,Idaho,16,65+,2,1.1
Tuberculosis,2008,Idaho,16,0-4,1,0.8
Tuberculosis,2008,Idaho,16,5-14,1,0.4
Tuberculosis,2008,Idaho,16,15-24,4,1.8
Tuberculosis,2008,Idaho,16,25-34,1,0.5
Tuberculosis,2008,Idaho,16,35-44,0,0
Tuberculosis,2008,Idaho,16,45-54,0,0
Tuberculosis,2008,Idaho,16,55-64,0,0
Tuberculosis,2008,Idaho,16,65+,4,2.2
Tuberculosis,2009,Idaho,16,0-4,3,2.5
Tuberculosis,2009,Idaho,16,5-14,0,0
Tuberculosis,2009,Idaho,16,15-24,1,0.4
Tuberculosis,2009,Idaho,16,25-34,1,0.5
Tuberculosis,2009,Idaho,16,35-44,1,0.5
Tuberculosis,2009,Idaho,16,45-54,5,2.4
Tuberculosis,2009,Idaho,16,55-64,3,1.7
Tuberculosis,2009,Idaho,16,65+,4,2.1
Tuberculosis,2010,Idaho,16,0-4,0,0
Tuberculosis,2010,Idaho,16,5-14,2,0.8
Tuberculosis,2010,Idaho,16,15-24,1,0.4
Tuberculosis,2010,Idaho,16,25-34,3,1.4
Tuberculosis,2010,Idaho,16,35-44,1,0.5
Tuberculosis,2010,Idaho,16,45-54,3,1.4
Tuberculosis,2010,Idaho,16,55-64,0,0
Tuberculosis,2010,Idaho,16,65+,5,2.5
Tuberculosis,2011,Idaho,16,0-4,0,0
Tuberculosis,2011,Idaho,16,5-14,1,0.4
Tuberculosis,2011,Idaho,16,15-24,1,0.4
Tuberculosis,2011,Idaho,16,25-34,3,1.4
Tuberculosis,2011,Idaho,16,35-44,0,0
Tuberculosis,2011,Idaho,16,45-54,3,1.5
Tuberculosis,2011,Idaho,16,55-64,1,0.5
Tuberculosis,2011,Idaho,16,65+,3,1.5
Tuberculosis,2012,Idaho,16,0-4,1,0.9
Tuberculosis,2012,Idaho,16,5-14,0,0
Tuberculosis,2012,Idaho,16,15-24,5,2.2
Tuberculosis,2012,Idaho,16,25-34,2,0.9
Tuberculosis,2012,Idaho,16,35-44,2,1
Tuberculosis,2012,Idaho,16,45-54,1,0.5
Tuberculosis,2012,Idaho,16,55-64,1,0.5
Tuberculosis,2012,Idaho,16,65+,3,1.4
Tuberculosis,2013,Idaho,16,0-4,0,0
Tuberculosis,2013,Idaho,16,5-14,1,0.4
Tuberculosis,2013,Idaho,16,15-24,2,0.9
Tuberculosis,2013,Idaho,16,25-34,2,0.9
Tuberculosis,2013,Idaho,16,35-44,0,0
Tuberculosis,2013,Idaho,16,45-54,2,1
Tuberculosis,2013,Idaho,16,55-64,1,0.5
Tuberculosis,2013,Idaho,16,65+,3,1.4
Tuberculosis,2014,Idaho,16,0-4,2,1.8
Tuberculosis,2014,Idaho,16,5-14,1,0.4
Tuberculosis,2014,Idaho,16,15-24,0,0
Tuberculosis,2014,Idaho,16,25-34,2,0.9
Tuberculosis,2014,Idaho,16,35-44,1,0.5
Tuberculosis,2014,Idaho,16,45-54,1,0.5
Tuberculosis,2014,Idaho,16,55-64,3,1.5
Tuberculosis,2014,Idaho,16,65+,1,0.4
Tuberculosis,2015,Idaho,16,0-4,1,0.9
Tuberculosis,2015,Idaho,16,5-14,1,0.4
Tuberculosis,2015,Idaho,16,15-24,0,0
Tuberculosis,2015,Idaho,16,25-34,3,1.4
Tuberculosis,2015,Idaho,16,35-44,3,1.5
Tuberculosis,2015,Idaho,16,45-54,0,0
Tuberculosis,2015,Idaho,16,55-64,0,0
Tuberculosis,2015,Idaho,16,65+,3,1.2
Tuberculosis,2016,Idaho,16,0-4,4,3.5
Tuberculosis,2016,Idaho,16,5-14,0,0
Tuberculosis,2016,Idaho,16,15-24,2,0.9
Tuberculosis,2016,Idaho,16,25-34,0,0
Tuberculosis,2016,Idaho,16,35-44,2,1
Tuberculosis,2016,Idaho,16,45-54,1,0.5
Tuberculosis,2016,Idaho,16,55-64,3,1.4
Tuberculosis,2016,Idaho,16,65+,6,2.4
Tuberculosis,2017,Idaho,16,0-4,0,0
Tuberculosis,2017,Idaho,16,5-14,2,0.8
Tuberculosis,2017,Idaho,16,15-24,3,1.3
Tuberculosis,2017,Idaho,16,25-34,3,1.3
Tuberculosis,2017,Idaho,16,35-44,0,0
Tuberculosis,2017,Idaho,16,45-54,0,0
Tuberculosis,2017,Idaho,16,55-64,1,0.5
Tuberculosis,2017,Idaho,16,65+,1,0.4
Tuberculosis,2018,Idaho,16,0-4,0,0
Tuberculosis,2018,Idaho,16,5-14,1,0.4
Tuberculosis,2018,Idaho,16,15-24,2,0.8
Tuberculosis,2018,Idaho,16,25-34,2,0.9
Tuberculosis,2018,Idaho,16,35-44,2,0.9
Tuberculosis,2018,Idaho,16,45-54,2,1
Tuberculosis,2018,Idaho,16,55-64,4,1.9
Tuberculosis,2018,Idaho,16,65+,2,0.7
Tuberculosis,2019,Idaho,16,0-4,0,0
Tuberculosis,2019,Idaho,16,5-14,0,0
Tuberculosis,2019,Idaho,16,15-24,2,0.8
Tuberculosis,2019,Idaho,16,25-34,2,0.8
Tuberculosis,2019,Idaho,16,35-44,0,0
Tuberculosis,2019,Idaho,16,45-54,1,0.5
Tuberculosis,2019,Idaho,16,55-64,0,0
Tuberculosis,2019,Idaho,16,65+,2,0.7
Tuberculosis,2020 (COVID-19 Pandemic),Idaho,16,0-4,0,0
Tuberculosis,2020 (COVID-19 Pandemic),Idaho,16,5-14,1,0.4
Tuberculosis,2020 (COVID-19 Pandemic),Idaho,16,15-24,0,0
