Indicator,Year,Geography,FIPS,Sex,Cases,Rate per 100000
Tuberculosis,2022,Georgia,13,Male,181,3.4
Tuberculosis,2000,Hawaii,15,Female,55,9.1
Tuberculosis,2000,Hawaii,15,Male,81,13.3
Tuberculosis,2001,Hawaii,15,Female,51,8.4
Tuberculosis,2001,Hawaii,15,Male,99,16.1
Tuberculosis,2002,Hawaii,15,Female,56,9.1
Tuberculosis,2002,Hawaii,15,Male,92,14.8
Tuberculosis,2003,Hawaii,15,Female,42,6.7
Tuberculosis,2003,Hawaii,15,Male,74,11.8
Tuberculosis,2004,Hawaii,15,Female,50,7.9
Tuberculosis,2004,Hawaii,15,Male,66,10.4
Tuberculosis,2005,Hawaii,15,Female,49,7.6
Tuberculosis,2005,Hawaii,15,Male,63,9.7
Tuberculosis,2006,Hawaii,15,Female,43,6.6
Tuberculosis,2006,Hawaii,15,Male,71,10.8
Tuberculosis,2007,Hawaii,15,Female,56,8.5
Tuberculosis,2007,Hawaii,15,Male,66,10
Tuberculosis,2008,Hawaii,15,Female,60,9
Tuberculosis,2008,Hawaii,15,Male,64,9.6
Tuberculosis,2009,Hawaii,15,Female,55,8.2
Tuberculosis,2009,Hawaii,15,Male,62,9.2
Tuberculosis,2010,Hawaii,15,Female,54,7.9
Tuberculosis,2010,Hawaii,15,Male,61,8.9
Tuberculosis,2011,Hawaii,15,Female,57,8.3
Tuberculosis,2011,Hawaii,15,Male,66,9.6
Tuberculosis,2012,Hawaii,15,Female,50,7.2
Tuberculosis,2012,Hawaii,15,Male,67,9.6
Tuberculosis,2013,Hawaii,15,Female,54,7.7
Tuberculosis,2013,Hawaii,15,Male,61,8.6
Tuberculosis,2014,Hawaii,15,Female,45,6.4
Tuberculosis,2014,Hawaii,15,Male,91,12.8
Tuberculosis,2015,Hawaii,15,Female,56,7.9
Tuberculosis,2015,Hawaii,15,Male,71,9.9
Tuberculosis,2016,Hawaii,15,Female,49,6.9
Tuberculosis,2016,Hawaii,15,Male,70,9.7
Tuberculosis,2017,Hawaii,15,Female,51,7.2
Tuberculosis,2017,Hawaii,15,Male,65,9.1
Tuberculosis,2018,Hawaii,15,Female,46,6.5
Tuberculosis,2018,Hawaii,15,Male,74,10.4
Tuberculosis,2019,Hawaii,15,Female,39,5.5
Tuberculosis,2019,Hawaii,15,Male,60,8.5
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,Female,32,4.5
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,Male,60,8.2
Tuberculosis,2021,Hawaii,15,Female,45,6.3
Tuberculosis,2021,Hawaii,15,Male,61,8.4
Tuberculosis,2022,Hawaii,15,Female,40,5.6
Tuberculosis,2022,Hawaii,15,Male,61,8.4
Tuberculosis,2000,Idaho,16,Female,5,0.8
Tuberculosis,2000,Idaho,16,Male,11,1.7
Tuberculosis,2001,Idaho,16,Female,2,0.3
Tuberculosis,2001,Idaho,16,Male,7,1.1
Tuberculosis,2002,Idaho,16,Female,8,1.2
Tuberculosis,2002,Idaho,16,Male,6,0.9
Tuberculosis,2003,Idaho,16,Female,5,0.7
Tuberculosis,2003,Idaho,16,Male,8,1.2
Tuberculosis,2004,Idaho,16,Female,5,0.7
Tuberculosis,2004,Idaho,16,Male,6,0.9
Tuberculosis,2005,Idaho,16,Female,12,1.7
Tuberculosis,2005,Idaho,16,Male,11,1.5
Tuberculosis,2006,Idaho,16,Female,9,1.2
Tuberculosis,2006,Idaho,16,Male,11,1.5
Tuberculosis,2007,Idaho,16,Female,3,0.4
Tuberculosis,2007,Idaho,16,Male,6,0.8
Tuberculosis,2008,Idaho,16,Female,5,0.7
Tuberculosis,2008,Idaho,16,Male,6,0.8
Tuberculosis,2009,Idaho,16,Female,7,0.9
Tuberculosis,2009,Idaho,16,Male,11,1.4
Tuberculosis,2010,Idaho,16,Female,7,0.9
Tuberculosis,2010,Idaho,16,Male,8,1
Tuberculosis,2011,Idaho,16,Female,6,0.8
Tuberculosis,2011,Idaho,16,Male,6,0.8
Tuberculosis,2012,Idaho,16,Female,4,0.5
Tuberculosis,2012,Idaho,16,Male,11,1.4
Tuberculosis,2013,Idaho,16,Female,1,0.1
Tuberculosis,2013,Idaho,16,Male,10,1.2
Tuberculosis,2014,Idaho,16,Female,5,0.6
Tuberculosis,2014,Idaho,16,Male,6,0.7
Tuberculosis,2015,Idaho,16,Female,6,0.7
Tuberculosis,2015,Idaho,16,Male,5,0.6
Tuberculosis,2016,Idaho,16,Female,6,0.7
Tuberculosis,2016,Idaho,16,Male,12,1.4
Tuberculosis,2017,Idaho,16,Female,3,0.3
Tuberculosis,2017,Idaho,16,Male,7,0.8
Tuberculosis,2018,Idaho,16,Female,8,0.9
Tuberculosis,2018,Idaho,16,Male,7,0.8
Tuberculosis,2019,Idaho,16,Female,4,0.4
Tuberculosis,2019,Idaho,16,Male,3,0.3
Tuberculosis,2020 (COVID-19 Pandemic),Idaho,16,Female,3,0.3
Tuberculosis,2020 (COVID-19 Pandemic),Idaho,16,Male,5,0.5
Tuberculosis,2021,Idaho,16,Female,3,0.3
Tuberculosis,2021,Idaho,16,Male,2,0.2
Tuberculosis,2022,Idaho,16,Female,7,0.7
Tuberculosis,2022,Idaho,16,Male,4,0.4
Tuberculosis,2000,Illinois,17,Female,305,4.8
Tuberculosis,2000,Illinois,17,Male,433,7.1
Tuberculosis,2001,Illinois,17,Female,297,4.7
Tuberculosis,2001,Illinois,17,Male,406,6.6
Tuberculosis,2002,Illinois,17,Female,291,4.6
Tuberculosis,2002,Illinois,17,Male,388,6.3
Tuberculosis,2003,Illinois,17,Female,254,4
Tuberculosis,2003,Illinois,17,Male,378,6.1
Tuberculosis,2004,Illinois,17,Female,225,3.5
Tuberculosis,2004,Illinois,17,Male,342,5.5
Tuberculosis,2005,Illinois,17,Female,247,3.8
Tuberculosis,2005,Illinois,17,Male,342,5.5
Tuberculosis,2006,Illinois,17,Female,215,3.3
Tuberculosis,2006,Illinois,17,Male,347,5.6
Tuberculosis,2007,Illinois,17,Female,194,3
Tuberculosis,2007,Illinois,17,Male,325,5.2
Tuberculosis,2008,Illinois,17,Female,192,3
Tuberculosis,2008,Illinois,17,Male,274,4.4
Tuberculosis,2009,Illinois,17,Female,181,2.8
Tuberculosis,2009,Illinois,17,Male,237,3.8
Tuberculosis,2010,Illinois,17,Female,142,2.2
Tuberculosis,2010,Illinois,17,Male,241,3.8
Tuberculosis,2011,Illinois,17,Female,141,2.2
Tuberculosis,2011,Illinois,17,Male,217,3.4
Tuberculosis,2012,Illinois,17,Female,128,2
Tuberculosis,2012,Illinois,17,Male,218,3.4
Tuberculosis,2013,Illinois,17,Female,141,2.1
Tuberculosis,2013,Illinois,17,Male,186,2.9
Tuberculosis,2014,Illinois,17,Female,121,1.8
Tuberculosis,2014,Illinois,17,Male,198,3.1
Tuberculosis,2015,Illinois,17,Female,141,2.2
Tuberculosis,2015,Illinois,17,Male,202,3.2
Tuberculosis,2016,Illinois,17,Female,148,2.3
Tuberculosis,2016,Illinois,17,Male,193,3.1
Tuberculosis,2017,Illinois,17,Female,134,2.1
Tuberculosis,2017,Illinois,17,Male,200,3.2
Tuberculosis,2018,Illinois,17,Female,136,2.1
Tuberculosis,2018,Illinois,17,Male,183,2.9
Tuberculosis,2019,Illinois,17,Female,136,2.1
Tuberculosis,2019,Illinois,17,Male,190,3.1
Tuberculosis,2020 (COVID-19 Pandemic),Illinois,17,Female,83,1.3
Tuberculosis,2020 (COVID-19 Pandemic),Illinois,17,Male,133,2.1
Tuberculosis,2021,Illinois,17,Female,97,1.5
Tuberculosis,2021,Illinois,17,Male,157,2.5
Tuberculosis,2022,Illinois,17,Female,125,2
Tuberculosis,2022,Illinois,17,Male,173,2.8
Tuberculosis,2000,Indiana,18,Female,51,1.6
Tuberculosis,2000,Indiana,18,Male,94,3.1
Tuberculosis,2001,Indiana,18,Female,40,1.3
Tuberculosis,2001,Indiana,18,Male,75,2.5
Tuberculosis,2002,Indiana,18,Female,49,1.6
Tuberculosis,2002,Indiana,18,Male,79,2.6
Tuberculosis,2003,Indiana,18,Female,49,1.6
Tuberculosis,2003,Indiana,18,Male,94,3.1
Tuberculosis,2004,Indiana,18,Female,50,1.6
Tuberculosis,2004,Indiana,18,Male,78,2.5
Tuberculosis,2005,Indiana,18,Female,56,1.8
Tuberculosis,2005,Indiana,18,Male,90,2.9
Tuberculosis,2006,Indiana,18,Female,40,1.2
Tuberculosis,2006,Indiana,18,Male,84,2.7
Tuberculosis,2007,Indiana,18,Female,48,1.5
Tuberculosis,2007,Indiana,18,Male,80,2.5
Tuberculosis,2008,Indiana,18,Female,49,1.5
Tuberculosis,2008,Indiana,18,Male,69,2.2
Tuberculosis,2009,Indiana,18,Female,34,1
Tuberculosis,2009,Indiana,18,Male,85,2.7
Tuberculosis,2010,Indiana,18,Female,36,1.1
Tuberculosis,2010,Indiana,18,Male,54,1.7
Tuberculosis,2011,Indiana,18,Female,47,1.4
Tuberculosis,2011,Indiana,18,Male,53,1.7
Tuberculosis,2012,Indiana,18,Female,42,1.3
Tuberculosis,2012,Indiana,18,Male,60,1.9
Tuberculosis,2013,Indiana,18,Female,31,0.9
Tuberculosis,2013,Indiana,18,Male,63,1.9
Tuberculosis,2014,Indiana,18,Female,45,1.3
Tuberculosis,2014,Indiana,18,Male,63,1.9
Tuberculosis,2015,Indiana,18,Female,50,1.5
Tuberculosis,2015,Indiana,18,Male,66,2
Tuberculosis,2016,Indiana,18,Female,43,1.3
Tuberculosis,2016,Indiana,18,Male,66,2
Tuberculosis,2017,Indiana,18,Female,37,1.1
Tuberculosis,2017,Indiana,18,Male,63,1.9
Tuberculosis,2018,Indiana,18,Female,49,1.4
Tuberculosis,2018,Indiana,18,Male,67,2
Tuberculosis,2019,Indiana,18,Female,42,1.2
Tuberculosis,2019,Indiana,18,Male,66,2
Tuberculosis,2020 (COVID-19 Pandemic),Indiana,18,Female,32,0.9
Tuberculosis,2020 (COVID-19 Pandemic),Indiana,18,Male,60,1.8
Tuberculosis,2021,Indiana,18,Female,38,1.1
Tuberculosis,2021,Indiana,18,Male,89,2.6
Tuberculosis,2022,Indiana,18,Female,42,1.2
Tuberculosis,2022,Indiana,18,Male,57,1.7
Tuberculosis,2000,Iowa,19,Female,8,0.5
Tuberculosis,2000,Iowa,19,Male,32,2.2
Tuberculosis,2001,Iowa,19,Female,20,1.3
Tuberculosis,2001,Iowa,19,Male,23,1.6
Tuberculosis,2002,Iowa,19,Female,13,0.9
Tuberculosis,2002,Iowa,19,Male,21,1.5
Tuberculosis,2003,Iowa,19,Female,14,0.9
Tuberculosis,2003,Iowa,19,Male,26,1.8
Tuberculosis,2004,Iowa,19,Female,18,1.2
Tuberculosis,2004,Iowa,19,Male,29,2
Tuberculosis,2005,Iowa,19,Female,21,1.4
Tuberculosis,2005,Iowa,19,Male,34,2.3
Tuberculosis,2006,Iowa,19,Female,20,1.3
Tuberculosis,2006,Iowa,19,Male,20,1.4
Tuberculosis,2007,Iowa,19,Female,15,1
Tuberculosis,2007,Iowa,19,Male,28,1.9
Tuberculosis,2008,Iowa,19,Female,21,1.4
Tuberculosis,2008,Iowa,19,Male,28,1.9
Tuberculosis,2009,Iowa,19,Female,19,1.2
Tuberculosis,2009,Iowa,19,Male,23,1.5
Tuberculosis,2010,Iowa,19,Female,18,1.2
Tuberculosis,2010,Iowa,19,Male,29,1.9
Tuberculosis,2011,Iowa,19,Female,11,0.7
Tuberculosis,2011,Iowa,19,Male,28,1.8
Tuberculosis,2012,Iowa,19,Female,16,1
Tuberculosis,2012,Iowa,19,Male,30,2
Tuberculosis,2013,Iowa,19,Female,19,1.2
Tuberculosis,2013,Iowa,19,Male,28,1.8
Tuberculosis,2014,Iowa,19,Female,26,1.7
Tuberculosis,2014,Iowa,19,Male,28,1.8
Tuberculosis,2015,Iowa,19,Female,16,1
Tuberculosis,2015,Iowa,19,Male,22,1.4
Tuberculosis,2016,Iowa,19,Female,19,1.2
Tuberculosis,2016,Iowa,19,Male,29,1.9
Tuberculosis,2017,Iowa,19,Female,18,1.1
Tuberculosis,2017,Iowa,19,Male,29,1.9
Tuberculosis,2018,Iowa,19,Female,30,1.9
Tuberculosis,2018,Iowa,19,Male,19,1.2
Tuberculosis,2019,Iowa,19,Female,24,1.5
Tuberculosis,2019,Iowa,19,Male,28,1.8
Tuberculosis,2020 (COVID-19 Pandemic),Iowa,19,Female,17,1.1
Tuberculosis,2020 (COVID-19 Pandemic),Iowa,19,Male,22,1.4
Tuberculosis,2021,Iowa,19,Female,22,1.4
Tuberculosis,2021,Iowa,19,Male,27,1.7
Tuberculosis,2022,Iowa,19,Female,32,2
Tuberculosis,2022,Iowa,19,Male,28,1.7
Tuberculosis,2000,Kansas,20,Female,32,2.3
Tuberculosis,2000,Kansas,20,Male,45,3.4
Tuberculosis,2001,Kansas,20,Female,34,2.5
Tuberculosis,2001,Kansas,20,Male,47,3.5
Tuberculosis,2002,Kansas,20,Female,34,2.5
Tuberculosis,2002,Kansas,20,Male,52,3.9
Tuberculosis,2003,Kansas,20,Female,26,1.9
Tuberculosis,2003,Kansas,20,Male,49,3.6
Tuberculosis,2004,Kansas,20,Female,23,1.7
Tuberculosis,2004,Kansas,20,Male,39,2.9
Tuberculosis,2005,Kansas,20,Female,28,2
Tuberculosis,2005,Kansas,20,Male,32,2.4
Tuberculosis,2006,Kansas,20,Female,27,1.9
Tuberculosis,2006,Kansas,20,Male,55,4
Tuberculosis,2007,Kansas,20,Female,25,1.8
Tuberculosis,2007,Kansas,20,Male,34,2.5
Tuberculosis,2008,Kansas,20,Female,22,1.6
Tuberculosis,2008,Kansas,20,Male,35,2.5
Tuberculosis,2009,Kansas,20,Female,28,2
Tuberculosis,2009,Kansas,20,Male,36,2.6
Tuberculosis,2010,Kansas,20,Female,21,1.5
Tuberculosis,2010,Kansas,20,Male,25,1.8
Tuberculosis,2011,Kansas,20,Female,11,0.8
Tuberculosis,2011,Kansas,20,Male,25,1.8
Tuberculosis,2012,Kansas,20,Female,18,1.2
Tuberculosis,2012,Kansas,20,Male,24,1.7
Tuberculosis,2013,Kansas,20,Female,14,1
Tuberculosis,2013,Kansas,20,Male,22,1.5
Tuberculosis,2014,Kansas,20,Female,16,1.1
Tuberculosis,2014,Kansas,20,Male,24,1.7
Tuberculosis,2015,Kansas,20,Female,9,0.6
Tuberculosis,2015,Kansas,20,Male,27,1.9
Tuberculosis,2016,Kansas,20,Female,15,1
Tuberculosis,2016,Kansas,20,Male,24,1.7
Tuberculosis,2017,Kansas,20,Female,15,1
Tuberculosis,2017,Kansas,20,Male,13,0.9
Tuberculosis,2018,Kansas,20,Female,9,0.6
Tuberculosis,2018,Kansas,20,Male,19,1.3
Tuberculosis,2019,Kansas,20,Female,24,1.6
Tuberculosis,2019,Kansas,20,Male,13,0.9
Tuberculosis,2020 (COVID-19 Pandemic),Kansas,20,Female,17,1.2
Tuberculosis,2020 (COVID-19 Pandemic),Kansas,20,Male,20,1.4
Tuberculosis,2021,Kansas,20,Female,14,1
Tuberculosis,2021,Kansas,20,Male,29,2
Tuberculosis,2022,Kansas,20,Female,25,1.7
Tuberculosis,2022,Kansas,20,Male,27,1.8
Tuberculosis,2000,Kentucky,21,Female,46,2.2
Tuberculosis,2000,Kentucky,21,Male,101,5.1
Tuberculosis,2001,Kentucky,21,Female,41,2
Tuberculosis,2001,Kentucky,21,Male,111,5.6
Tuberculosis,2002,Kentucky,21,Female,54,2.6
Tuberculosis,2002,Kentucky,21,Male,92,4.6
Tuberculosis,2003,Kentucky,21,Female,46,2.2
Tuberculosis,2003,Kentucky,21,Male,92,4.6
Tuberculosis,2004,Kentucky,21,Female,41,1.9
Tuberculosis,2004,Kentucky,21,Male,86,4.2
Tuberculosis,2005,Kentucky,21,Female,34,1.6
Tuberculosis,2005,Kentucky,21,Male,90,4.4
Tuberculosis,2006,Kentucky,21,Female,26,1.2
Tuberculosis,2006,Kentucky,21,Male,58,2.8
Tuberculosis,2007,Kentucky,21,Female,40,1.8
Tuberculosis,2007,Kentucky,21,Male,80,3.8
Tuberculosis,2008,Kentucky,21,Female,28,1.3
Tuberculosis,2008,Kentucky,21,Male,73,3.5
Tuberculosis,2009,Kentucky,21,Female,30,1.4
Tuberculosis,2009,Kentucky,21,Male,45,2.1
Tuberculosis,2010,Kentucky,21,Female,39,1.8
Tuberculosis,2010,Kentucky,21,Male,51,2.4
Tuberculosis,2011,Kentucky,21,Female,18,0.8
Tuberculosis,2011,Kentucky,21,Male,51,2.4
Tuberculosis,2012,Kentucky,21,Female,23,1
Tuberculosis,2012,Kentucky,21,Male,55,2.5
Tuberculosis,2013,Kentucky,21,Female,19,0.8
Tuberculosis,2013,Kentucky,21,Male,40,1.8
Tuberculosis,2014,Kentucky,21,Female,23,1
Tuberculosis,2014,Kentucky,21,Male,56,2.6
Tuberculosis,2015,Kentucky,21,Female,23,1
Tuberculosis,2015,Kentucky,21,Male,44,2
Tuberculosis,2016,Kentucky,21,Female,31,1.4
Tuberculosis,2016,Kentucky,21,Male,60,2.7
Tuberculosis,2017,Kentucky,21,Female,27,1.2
Tuberculosis,2017,Kentucky,21,Male,38,1.7
Tuberculosis,2018,Kentucky,21,Female,19,0.8
Tuberculosis,2018,Kentucky,21,Male,45,2
Tuberculosis,2019,Kentucky,21,Female,24,1.1
Tuberculosis,2019,Kentucky,21,Male,41,1.9
Tuberculosis,2020 (COVID-19 Pandemic),Kentucky,21,Female,21,0.9
Tuberculosis,2020 (COVID-19 Pandemic),Kentucky,21,Male,45,2
Tuberculosis,2021,Kentucky,21,Female,20,0.9
Tuberculosis,2021,Kentucky,21,Male,37,1.7
Tuberculosis,2022,Kentucky,21,Female,21,0.9
Tuberculosis,2022,Kentucky,21,Male,49,2.2
Tuberculosis,2000,Louisiana,22,Female,99,4.3
Tuberculosis,2000,Louisiana,22,Male,232,10.7
Tuberculosis,2001,Louisiana,22,Female,91,3.9
Tuberculosis,2001,Louisiana,22,Male,203,9.4
Tuberculosis,2002,Louisiana,22,Female,91,3.9
Tuberculosis,2002,Louisiana,22,Male,139,6.4
Tuberculosis,2003,Louisiana,22,Female,79,3.4
Tuberculosis,2003,Louisiana,22,Male,177,8.1
Tuberculosis,2004,Louisiana,22,Female,88,3.8
Tuberculosis,2004,Louisiana,22,Male,160,7.2
Tuberculosis,2005,Louisiana,22,Female,83,3.5
Tuberculosis,2005,Louisiana,22,Male,183,8.2
Tuberculosis,2006,Louisiana,22,Female,65,2.9
Tuberculosis,2006,Louisiana,22,Male,140,6.7
Tuberculosis,2007,Louisiana,22,Female,66,2.9
Tuberculosis,2007,Louisiana,22,Male,151,7.1
Tuberculosis,2008,Louisiana,22,Female,73,3.2
Tuberculosis,2008,Louisiana,22,Male,154,7.1
Tuberculosis,2009,Louisiana,22,Female,68,3
Tuberculosis,2009,Louisiana,22,Male,126,5.7
Tuberculosis,2010,Louisiana,22,Female,68,2.9
Tuberculosis,2010,Louisiana,22,Male,132,5.9
Tuberculosis,2011,Louisiana,22,Female,41,1.8
Tuberculosis,2011,Louisiana,22,Male,126,5.6
Tuberculosis,2012,Louisiana,22,Female,61,2.6
Tuberculosis,2012,Louisiana,22,Male,87,3.9
Tuberculosis,2013,Louisiana,22,Female,50,2.1
Tuberculosis,2013,Louisiana,22,Male,89,3.9
Tuberculosis,2014,Louisiana,22,Female,30,1.3
Tuberculosis,2014,Louisiana,22,Male,91,4
Tuberculosis,2015,Louisiana,22,Female,38,1.6
Tuberculosis,2015,Louisiana,22,Male,81,3.5
Tuberculosis,2016,Louisiana,22,Female,57,2.4
Tuberculosis,2016,Louisiana,22,Male,71,3.1
Tuberculosis,2017,Louisiana,22,Female,49,2
Tuberculosis,2017,Louisiana,22,Male,92,4
Tuberculosis,2018,Louisiana,22,Female,30,1.3
Tuberculosis,2018,Louisiana,22,Male,75,3.3
Tuberculosis,2019,Louisiana,22,Female,40,1.7
Tuberculosis,2019,Louisiana,22,Male,48,2.1
Tuberculosis,2020 (COVID-19 Pandemic),Louisiana,22,Female,33,1.4
Tuberculosis,2020 (COVID-19 Pandemic),Louisiana,22,Male,66,2.9
Tuberculosis,2021,Louisiana,22,Female,24,1
Tuberculosis,2021,Louisiana,22,Male,62,2.7
Tuberculosis,2022,Louisiana,22,Female,29,1.2
Tuberculosis,2022,Louisiana,22,Male,66,2.9
Tuberculosis,2000,Maine,23,Female,11,1.7
Tuberculosis,2000,Maine,23,Male,13,2.1
Tuberculosis,2001,Maine,23,Female,6,0.9
Tuberculosis,2001,Maine,23,Male,14,2.2
Tuberculosis,2002,Maine,23,Female,13,2
Tuberculosis,2002,Maine,23,Male,10,1.6
Tuberculosis,2003,Maine,23,Female,6,0.9
Tuberculosis,2003,Maine,23,Male,18,2.8
Tuberculosis,2004,Maine,23,Female,8,1.2
Tuberculosis,2004,Maine,23,Male,12,1.9
Tuberculosis,2005,Maine,23,Female,7,1
Tuberculosis,2005,Maine,23,Male,10,1.6
Tuberculosis,2006,Maine,23,Female,6,0.9
Tuberculosis,2006,Maine,23,Male,10,1.5
Tuberculosis,2007,Maine,23,Female,9,1.3
Tuberculosis,2007,Maine,23,Male,10,1.5
Tuberculosis,2008,Maine,23,Female,7,1
Tuberculosis,2008,Maine,23,Male,2,0.3
Tuberculosis,2009,Maine,23,Female,3,0.4
Tuberculosis,2009,Maine,23,Male,6,0.9
Tuberculosis,2010,Maine,23,Female,6,0.9
Tuberculosis,2010,Maine,23,Male,2,0.3
Tuberculosis,2011,Maine,23,Female,6,0.9
Tuberculosis,2011,Maine,23,Male,3,0.5
Tuberculosis,2012,Maine,23,Female,8,1.2
Tuberculosis,2012,Maine,23,Male,9,1.4
Tuberculosis,2013,Maine,23,Female,7,1
Tuberculosis,2013,Maine,23,Male,8,1.2
Tuberculosis,2014,Maine,23,Female,6,0.9
Tuberculosis,2014,Maine,23,Male,8,1.2
Tuberculosis,2015,Maine,23,Female,9,1.3
Tuberculosis,2015,Maine,23,Male,9,1.4
Tuberculosis,2016,Maine,23,Female,7,1
Tuberculosis,2016,Maine,23,Male,16,2.5
Tuberculosis,2017,Maine,23,Female,7,1
Tuberculosis,2017,Maine,23,Male,7,1.1
Tuberculosis,2018,Maine,23,Female,4,0.6
Tuberculosis,2018,Maine,23,Male,10,1.5
Tuberculosis,2019,Maine,23,Female,7,1
Tuberculosis,2019,Maine,23,Male,11,1.7
Tuberculosis,2020 (COVID-19 Pandemic),Maine,23,Female,8,1.2
Tuberculosis,2020 (COVID-19 Pandemic),Maine,23,Male,9,1.3
Tuberculosis,2021,Maine,23,Female,8,1.1
Tuberculosis,2021,Maine,23,Male,6,0.9
Tuberculosis,2022,Maine,23,Female,7,1
Tuberculosis,2022,Maine,23,Male,10,1.5
Tuberculosis,2000,Maryland,24,Female,127,4.6
Tuberculosis,2000,Maryland,24,Male,156,6.1
Tuberculosis,2001,Maryland,24,Female,117,4.2
Tuberculosis,2001,Maryland,24,Male,145,5.6
Tuberculosis,2002,Maryland,24,Female,141,5
Tuberculosis,2002,Maryland,24,Male,165,6.3
Tuberculosis,2003,Maryland,24,Female,112,3.9
Tuberculosis,2003,Maryland,24,Male,157,5.9
Tuberculosis,2004,Maryland,24,Female,140,4.9
Tuberculosis,2004,Maryland,24,Male,173,6.5
Tuberculosis,2005,Maryland,24,Female,130,4.5
Tuberculosis,2005,Maryland,24,Male,153,5.7
Tuberculosis,2006,Maryland,24,Female,109,3.7
Tuberculosis,2006,Maryland,24,Male,143,5.3
Tuberculosis,2007,Maryland,24,Female,110,3.8
Tuberculosis,2007,Maryland,24,Male,161,5.9
Tuberculosis,2008,Maryland,24,Female,110,3.7
Tuberculosis,2008,Maryland,24,Male,168,6.1
Tuberculosis,2009,Maryland,24,Female,102,3.4
Tuberculosis,2009,Maryland,24,Male,116,4.2
Tuberculosis,2010,Maryland,24,Female,87,2.9
Tuberculosis,2010,Maryland,24,Male,133,4.8
Tuberculosis,2011,Maryland,24,Female,96,3.2
Tuberculosis,2011,Maryland,24,Male,136,4.8
Tuberculosis,2012,Maryland,24,Female,86,2.8
Tuberculosis,2012,Maryland,24,Male,137,4.8
Tuberculosis,2013,Maryland,24,Female,84,2.8
Tuberculosis,2013,Maryland,24,Male,91,3.2
Tuberculosis,2014,Maryland,24,Female,85,2.8
Tuberculosis,2014,Maryland,24,Male,112,3.9
Tuberculosis,2015,Maryland,24,Female,88,2.9
Tuberculosis,2015,Maryland,24,Male,88,3
Tuberculosis,2016,Maryland,24,Female,104,3.4
Tuberculosis,2016,Maryland,24,Male,117,4
Tuberculosis,2017,Maryland,24,Female,76,2.4
Tuberculosis,2017,Maryland,24,Male,131,4.5
Tuberculosis,2018,Maryland,24,Female,99,3.2
Tuberculosis,2018,Maryland,24,Male,108,3.7
Tuberculosis,2019,Maryland,24,Female,99,3.2
Tuberculosis,2019,Maryland,24,Male,110,3.8
Tuberculosis,2020 (COVID-19 Pandemic),Maryland,24,Female,70,2.2
Tuberculosis,2020 (COVID-19 Pandemic),Maryland,24,Male,79,2.6
Tuberculosis,2021,Maryland,24,Female,84,2.7
Tuberculosis,2021,Maryland,24,Male,109,3.6
Tuberculosis,2022,Maryland,24,Female,58,1.8
Tuberculosis,2022,Maryland,24,Male,99,3.3
Tuberculosis,2000,Massachusetts,25,Female,111,3.4
Tuberculosis,2000,Massachusetts,25,Male,174,5.7
Tuberculosis,2001,Massachusetts,25,Female,135,4.1
Tuberculosis,2001,Massachusetts,25,Male,135,4.4
Tuberculosis,2002,Massachusetts,25,Female,116,3.5
Tuberculosis,2002,Massachusetts,25,Male,155,5
Tuberculosis,2003,Massachusetts,25,Female,109,3.3
Tuberculosis,2003,Massachusetts,25,Male,152,4.9
Tuberculosis,2004,Massachusetts,25,Female,109,3.3
Tuberculosis,2004,Massachusetts,25,Male,174,5.6
Tuberculosis,2005,Massachusetts,25,Female,113,3.4
Tuberculosis,2005,Massachusetts,25,Male,153,4.9
Tuberculosis,2006,Massachusetts,25,Female,103,3.1
Tuberculosis,2006,Massachusetts,25,Male,156,5
Tuberculosis,2007,Massachusetts,25,Female,95,2.9
Tuberculosis,2007,Massachusetts,25,Male,129,4.1
Tuberculosis,2008,Massachusetts,25,Female,112,3.4
Tuberculosis,2008,Massachusetts,25,Male,149,4.8
Tuberculosis,2009,Massachusetts,25,Female,98,2.9
Tuberculosis,2009,Massachusetts,25,Male,138,4.4
Tuberculosis,2010,Massachusetts,25,Female,76,2.2
Tuberculosis,2010,Massachusetts,25,Male,71,2.2
Tuberculosis,2011,Massachusetts,25,Female,80,2.3
Tuberculosis,2011,Massachusetts,25,Male,110,3.4
Tuberculosis,2012,Massachusetts,25,Female,93,2.7
Tuberculosis,2012,Massachusetts,25,Male,120,3.7
Tuberculosis,2013,Massachusetts,25,Female,92,2.7
Tuberculosis,2013,Massachusetts,25,Male,103,3.2
Tuberculosis,2014,Massachusetts,25,Female,80,2.3
Tuberculosis,2014,Massachusetts,25,Male,117,3.6
Tuberculosis,2015,Massachusetts,25,Female,92,2.6
Tuberculosis,2015,Massachusetts,25,Male,100,3
Tuberculosis,2016,Massachusetts,25,Female,86,2.4
Tuberculosis,2016,Massachusetts,25,Male,104,3.1
Tuberculosis,2017,Massachusetts,25,Female,111,3.1
Tuberculosis,2017,Massachusetts,25,Male,98,2.9
Tuberculosis,2018,Massachusetts,25,Female,87,2.5
Tuberculosis,2018,Massachusetts,25,Male,112,3.4
Tuberculosis,2019,Massachusetts,25,Female,85,2.4
Tuberculosis,2019,Massachusetts,25,Male,93,2.8
Tuberculosis,2020 (COVID-19 Pandemic),Massachusetts,25,Female,80,2.2
Tuberculosis,2020 (COVID-19 Pandemic),Massachusetts,25,Male,62,1.8
Tuberculosis,2021,Massachusetts,25,Female,60,1.7
