Indicator,Year,Geography,FIPS,Country of birth,Cases,Rate per 100000
Tuberculosis,2019,District of Columbia,11,Non-U.S.–born,17,Data not available
Tuberculosis,2019,District of Columbia,11,U.S.-born,7,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),District of Columbia,11,Non-U.S.–born,17,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),District of Columbia,11,U.S.-born,2,Data not available
Tuberculosis,2021,District of Columbia,11,Non-U.S.–born,11,Data not available
Tuberculosis,2021,District of Columbia,11,U.S.-born,7,Data not available
Tuberculosis,2022,District of Columbia,11,Non-U.S.–born,11,Data not available
Tuberculosis,2022,District of Columbia,11,U.S.-born,4,Data not available
Tuberculosis,2000,Florida,12,Non-U.S.–born,450,Data not available
Tuberculosis,2000,Florida,12,U.S.-born,712,Data not available
Tuberculosis,2001,Florida,12,Non-U.S.–born,467,Data not available
Tuberculosis,2001,Florida,12,U.S.-born,669,Data not available
Tuberculosis,2002,Florida,12,Non-U.S.–born,470,Data not available
Tuberculosis,2002,Florida,12,U.S.-born,614,Data not available
Tuberculosis,2003,Florida,12,Non-U.S.–born,466,Data not available
Tuberculosis,2003,Florida,12,U.S.-born,575,Data not available
Tuberculosis,2004,Florida,12,Non-U.S.–born,510,Data not available
Tuberculosis,2004,Florida,12,U.S.-born,561,Data not available
Tuberculosis,2005,Florida,12,Non-U.S.–born,486,Data not available
Tuberculosis,2005,Florida,12,U.S.-born,607,Data not available
Tuberculosis,2006,Florida,12,Non-U.S.–born,471,Data not available
Tuberculosis,2006,Florida,12,U.S.-born,561,Data not available
Tuberculosis,2007,Florida,12,Non-U.S.–born,464,Data not available
Tuberculosis,2007,Florida,12,U.S.-born,524,Data not available
Tuberculosis,2008,Florida,12,Non-U.S.–born,452,Data not available
Tuberculosis,2008,Florida,12,U.S.-born,505,Data not available
Tuberculosis,2009,Florida,12,Non-U.S.–born,396,Data not available
Tuberculosis,2009,Florida,12,U.S.-born,426,Data not available
Tuberculosis,2010,Florida,12,Non-U.S.–born,409,Data not available
Tuberculosis,2010,Florida,12,U.S.-born,419,Data not available
Tuberculosis,2011,Florida,12,Non-U.S.–born,389,Data not available
Tuberculosis,2011,Florida,12,U.S.-born,362,Data not available
Tuberculosis,2012,Florida,12,Non-U.S.–born,331,Data not available
Tuberculosis,2012,Florida,12,U.S.-born,344,Data not available
Tuberculosis,2013,Florida,12,Non-U.S.–born,363,Data not available
Tuberculosis,2013,Florida,12,U.S.-born,283,Data not available
Tuberculosis,2014,Florida,12,Non-U.S.–born,358,Data not available
Tuberculosis,2014,Florida,12,U.S.-born,232,Data not available
Tuberculosis,2015,Florida,12,Non-U.S.–born,342,Data not available
Tuberculosis,2015,Florida,12,U.S.-born,259,Data not available
Tuberculosis,2016,Florida,12,Non-U.S.–born,385,Data not available
Tuberculosis,2016,Florida,12,U.S.-born,254,Data not available
Tuberculosis,2017,Florida,12,Non-U.S.–born,324,Data not available
Tuberculosis,2017,Florida,12,U.S.-born,225,Data not available
Tuberculosis,2018,Florida,12,Non-U.S.–born,356,Data not available
Tuberculosis,2018,Florida,12,U.S.-born,235,Data not available
Tuberculosis,2019,Florida,12,Non-U.S.–born,354,Data not available
Tuberculosis,2019,Florida,12,U.S.-born,204,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Florida,12,Non-U.S.–born,269,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Florida,12,U.S.-born,143,Data not available
Tuberculosis,2021,Florida,12,Non-U.S.–born,330,Data not available
Tuberculosis,2021,Florida,12,U.S.-born,170,Data not available
Tuberculosis,2022,Florida,12,Non-U.S.–born,381,Data not available
Tuberculosis,2022,Florida,12,U.S.-born,153,Data not available
Tuberculosis,2000,Georgia,13,Non-U.S.–born,153,Data not available
Tuberculosis,2000,Georgia,13,U.S.-born,538,Data not available
Tuberculosis,2001,Georgia,13,Non-U.S.–born,157,Data not available
Tuberculosis,2001,Georgia,13,U.S.-born,420,Data not available
Tuberculosis,2002,Georgia,13,Non-U.S.–born,169,Data not available
Tuberculosis,2002,Georgia,13,U.S.-born,365,Data not available
Tuberculosis,2003,Georgia,13,Non-U.S.–born,156,Data not available
Tuberculosis,2003,Georgia,13,U.S.-born,373,Data not available
Tuberculosis,2004,Georgia,13,Non-U.S.–born,184,Data not available
Tuberculosis,2004,Georgia,13,U.S.-born,353,Data not available
Tuberculosis,2005,Georgia,13,Non-U.S.–born,187,Data not available
Tuberculosis,2005,Georgia,13,U.S.-born,317,Data not available
Tuberculosis,2006,Georgia,13,Non-U.S.–born,207,Data not available
Tuberculosis,2006,Georgia,13,U.S.-born,299,Data not available
Tuberculosis,2007,Georgia,13,Non-U.S.–born,167,Data not available
Tuberculosis,2007,Georgia,13,U.S.-born,271,Data not available
Tuberculosis,2008,Georgia,13,Non-U.S.–born,194,Data not available
Tuberculosis,2008,Georgia,13,U.S.-born,282,Data not available
Tuberculosis,2009,Georgia,13,Non-U.S.–born,173,Data not available
Tuberculosis,2009,Georgia,13,U.S.-born,238,Data not available
Tuberculosis,2010,Georgia,13,Non-U.S.–born,183,Data not available
Tuberculosis,2010,Georgia,13,U.S.-born,228,Data not available
Tuberculosis,2011,Georgia,13,Non-U.S.–born,160,Data not available
Tuberculosis,2011,Georgia,13,U.S.-born,187,Data not available
Tuberculosis,2012,Georgia,13,Non-U.S.–born,154,Data not available
Tuberculosis,2012,Georgia,13,U.S.-born,204,Data not available
Tuberculosis,2013,Georgia,13,Non-U.S.–born,172,Data not available
Tuberculosis,2013,Georgia,13,U.S.-born,167,Data not available
Tuberculosis,2014,Georgia,13,Non-U.S.–born,150,Data not available
Tuberculosis,2014,Georgia,13,U.S.-born,184,Data not available
Tuberculosis,2015,Georgia,13,Non-U.S.–born,148,Data not available
Tuberculosis,2015,Georgia,13,U.S.-born,170,Data not available
Tuberculosis,2016,Georgia,13,Non-U.S.–born,144,Data not available
Tuberculosis,2016,Georgia,13,U.S.-born,158,Data not available
Tuberculosis,2017,Georgia,13,Non-U.S.–born,152,Data not available
Tuberculosis,2017,Georgia,13,U.S.-born,141,Data not available
Tuberculosis,2018,Georgia,13,Non-U.S.–born,142,Data not available
Tuberculosis,2018,Georgia,13,U.S.-born,127,Data not available
Tuberculosis,2019,Georgia,13,Non-U.S.–born,165,Data not available
Tuberculosis,2019,Georgia,13,U.S.-born,136,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,Non-U.S.–born,123,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Georgia,13,U.S.-born,97,Data not available
Tuberculosis,2021,Georgia,13,Non-U.S.–born,134,Data not available
Tuberculosis,2021,Georgia,13,U.S.-born,86,Data not available
Tuberculosis,2022,Georgia,13,Non-U.S.–born,177,Data not available
Tuberculosis,2022,Georgia,13,U.S.-born,85,Data not available
Tuberculosis,2000,Hawaii,15,Non-U.S.–born,112,Data not available
Tuberculosis,2000,Hawaii,15,U.S.-born,23,Data not available
Tuberculosis,2001,Hawaii,15,Non-U.S.–born,121,Data not available
Tuberculosis,2001,Hawaii,15,U.S.-born,24,Data not available
Tuberculosis,2002,Hawaii,15,Non-U.S.–born,121,Data not available
Tuberculosis,2002,Hawaii,15,U.S.-born,26,Data not available
Tuberculosis,2003,Hawaii,15,Non-U.S.–born,94,Data not available
Tuberculosis,2003,Hawaii,15,U.S.-born,22,Data not available
Tuberculosis,2004,Hawaii,15,Non-U.S.–born,96,Data not available
Tuberculosis,2004,Hawaii,15,U.S.-born,19,Data not available
Tuberculosis,2005,Hawaii,15,Non-U.S.–born,91,Data not available
Tuberculosis,2005,Hawaii,15,U.S.-born,21,Data not available
Tuberculosis,2006,Hawaii,15,Non-U.S.–born,97,Data not available
Tuberculosis,2006,Hawaii,15,U.S.-born,17,Data not available
Tuberculosis,2007,Hawaii,15,Non-U.S.–born,98,Data not available
Tuberculosis,2007,Hawaii,15,U.S.-born,23,Data not available
Tuberculosis,2008,Hawaii,15,Non-U.S.–born,109,Data not available
Tuberculosis,2008,Hawaii,15,U.S.-born,15,Data not available
Tuberculosis,2009,Hawaii,15,Non-U.S.–born,100,Data not available
Tuberculosis,2009,Hawaii,15,U.S.-born,17,Data not available
Tuberculosis,2010,Hawaii,15,Non-U.S.–born,99,Data not available
Tuberculosis,2010,Hawaii,15,U.S.-born,16,Data not available
Tuberculosis,2011,Hawaii,15,Non-U.S.–born,108,Data not available
Tuberculosis,2011,Hawaii,15,U.S.-born,15,Data not available
Tuberculosis,2012,Hawaii,15,Non-U.S.–born,103,Data not available
Tuberculosis,2012,Hawaii,15,U.S.-born,14,Data not available
Tuberculosis,2013,Hawaii,15,Non-U.S.–born,93,Data not available
Tuberculosis,2013,Hawaii,15,U.S.-born,22,Data not available
Tuberculosis,2014,Hawaii,15,Non-U.S.–born,124,Data not available
Tuberculosis,2014,Hawaii,15,U.S.-born,12,Data not available
Tuberculosis,2015,Hawaii,15,Non-U.S.–born,109,Data not available
Tuberculosis,2015,Hawaii,15,U.S.-born,18,Data not available
Tuberculosis,2016,Hawaii,15,Non-U.S.–born,100,Data not available
Tuberculosis,2016,Hawaii,15,U.S.-born,19,Data not available
Tuberculosis,2017,Hawaii,15,Non-U.S.–born,101,Data not available
Tuberculosis,2017,Hawaii,15,U.S.-born,15,Data not available
Tuberculosis,2018,Hawaii,15,Non-U.S.–born,105,Data not available
Tuberculosis,2018,Hawaii,15,U.S.-born,15,Data not available
Tuberculosis,2019,Hawaii,15,Non-U.S.–born,85,Data not available
Tuberculosis,2019,Hawaii,15,U.S.-born,14,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,Non-U.S.–born,75,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Hawaii,15,U.S.-born,17,Data not available
Tuberculosis,2021,Hawaii,15,Non-U.S.–born,85,Data not available
Tuberculosis,2021,Hawaii,15,U.S.-born,21,Data not available
Tuberculosis,2022,Hawaii,15,Non-U.S.–born,87,Data not available
Tuberculosis,2022,Hawaii,15,U.S.-born,14,Data not available
Tuberculosis,2000,Idaho,16,Non-U.S.–born,5,Data not available
Tuberculosis,2000,Idaho,16,U.S.-born,10,Data not available
Tuberculosis,2001,Idaho,16,Non-U.S.–born,3,Data not available
Tuberculosis,2001,Idaho,16,U.S.-born,6,Data not available
Tuberculosis,2002,Idaho,16,Non-U.S.–born,10,Data not available
Tuberculosis,2002,Idaho,16,U.S.-born,3,Data not available
Tuberculosis,2003,Idaho,16,Non-U.S.–born,7,Data not available
Tuberculosis,2003,Idaho,16,U.S.-born,6,Data not available
Tuberculosis,2004,Idaho,16,Non-U.S.–born,5,Data not available
Tuberculosis,2004,Idaho,16,U.S.-born,6,Data not available
Tuberculosis,2005,Idaho,16,Non-U.S.–born,11,Data not available
Tuberculosis,2005,Idaho,16,U.S.-born,12,Data not available
Tuberculosis,2006,Idaho,16,Non-U.S.–born,10,Data not available
Tuberculosis,2006,Idaho,16,U.S.-born,10,Data not available
Tuberculosis,2007,Idaho,16,Non-U.S.–born,5,Data not available
Tuberculosis,2007,Idaho,16,U.S.-born,4,Data not available
Tuberculosis,2008,Idaho,16,Non-U.S.–born,8,Data not available
Tuberculosis,2008,Idaho,16,U.S.-born,3,Data not available
Tuberculosis,2009,Idaho,16,Non-U.S.–born,5,Data not available
Tuberculosis,2009,Idaho,16,U.S.-born,13,Data not available
Tuberculosis,2010,Idaho,16,Non-U.S.–born,9,Data not available
Tuberculosis,2010,Idaho,16,U.S.-born,6,Data not available
Tuberculosis,2011,Idaho,16,Non-U.S.–born,6,Data not available
Tuberculosis,2011,Idaho,16,U.S.-born,6,Data not available
Tuberculosis,2012,Idaho,16,Non-U.S.–born,12,Data not available
Tuberculosis,2012,Idaho,16,U.S.-born,3,Data not available
Tuberculosis,2013,Idaho,16,Non-U.S.–born,7,Data not available
Tuberculosis,2013,Idaho,16,U.S.-born,4,Data not available
Tuberculosis,2014,Idaho,16,Non-U.S.–born,8,Data not available
Tuberculosis,2014,Idaho,16,U.S.-born,3,Data not available
Tuberculosis,2015,Idaho,16,Non-U.S.–born,10,Data not available
Tuberculosis,2015,Idaho,16,U.S.-born,1,Data not available
Tuberculosis,2016,Idaho,16,Non-U.S.–born,10,Data not available
Tuberculosis,2016,Idaho,16,U.S.-born,8,Data not available
Tuberculosis,2017,Idaho,16,Non-U.S.–born,8,Data not available
Tuberculosis,2017,Idaho,16,U.S.-born,2,Data not available
Tuberculosis,2018,Idaho,16,Non-U.S.–born,15,Data not available
Tuberculosis,2018,Idaho,16,U.S.-born,0,Data not available
Tuberculosis,2019,Idaho,16,Non-U.S.–born,6,Data not available
Tuberculosis,2019,Idaho,16,U.S.-born,1,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Idaho,16,Non-U.S.–born,4,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Idaho,16,U.S.-born,4,Data not available
Tuberculosis,2021,Idaho,16,Non-U.S.–born,5,Data not available
Tuberculosis,2021,Idaho,16,U.S.-born,0,Data not available
Tuberculosis,2022,Idaho,16,Non-U.S.–born,10,Data not available
Tuberculosis,2022,Idaho,16,U.S.-born,1,Data not available
Tuberculosis,2000,Illinois,17,Non-U.S.–born,276,Data not available
Tuberculosis,2000,Illinois,17,U.S.-born,461,Data not available
Tuberculosis,2001,Illinois,17,Non-U.S.–born,280,Data not available
Tuberculosis,2001,Illinois,17,U.S.-born,423,Data not available
Tuberculosis,2002,Illinois,17,Non-U.S.–born,283,Data not available
Tuberculosis,2002,Illinois,17,U.S.-born,395,Data not available
Tuberculosis,2003,Illinois,17,Non-U.S.–born,294,Data not available
Tuberculosis,2003,Illinois,17,U.S.-born,338,Data not available
Tuberculosis,2004,Illinois,17,Non-U.S.–born,256,Data not available
Tuberculosis,2004,Illinois,17,U.S.-born,311,Data not available
Tuberculosis,2005,Illinois,17,Non-U.S.–born,297,Data not available
Tuberculosis,2005,Illinois,17,U.S.-born,292,Data not available
Tuberculosis,2006,Illinois,17,Non-U.S.–born,305,Data not available
Tuberculosis,2006,Illinois,17,U.S.-born,258,Data not available
Tuberculosis,2007,Illinois,17,Non-U.S.–born,308,Data not available
Tuberculosis,2007,Illinois,17,U.S.-born,211,Data not available
Tuberculosis,2008,Illinois,17,Non-U.S.–born,281,Data not available
Tuberculosis,2008,Illinois,17,U.S.-born,185,Data not available
Tuberculosis,2009,Illinois,17,Non-U.S.–born,260,Data not available
Tuberculosis,2009,Illinois,17,U.S.-born,158,Data not available
Tuberculosis,2010,Illinois,17,Non-U.S.–born,228,Data not available
Tuberculosis,2010,Illinois,17,U.S.-born,155,Data not available
Tuberculosis,2011,Illinois,17,Non-U.S.–born,226,Data not available
Tuberculosis,2011,Illinois,17,U.S.-born,132,Data not available
Tuberculosis,2012,Illinois,17,Non-U.S.–born,241,Data not available
Tuberculosis,2012,Illinois,17,U.S.-born,105,Data not available
Tuberculosis,2013,Illinois,17,Non-U.S.–born,214,Data not available
Tuberculosis,2013,Illinois,17,U.S.-born,113,Data not available
Tuberculosis,2014,Illinois,17,Non-U.S.–born,216,Data not available
Tuberculosis,2014,Illinois,17,U.S.-born,103,Data not available
Tuberculosis,2015,Illinois,17,Non-U.S.–born,243,Data not available
Tuberculosis,2015,Illinois,17,U.S.-born,100,Data not available
Tuberculosis,2016,Illinois,17,Non-U.S.–born,257,Data not available
Tuberculosis,2016,Illinois,17,U.S.-born,84,Data not available
Tuberculosis,2017,Illinois,17,Non-U.S.–born,238,Data not available
Tuberculosis,2017,Illinois,17,U.S.-born,96,Data not available
Tuberculosis,2018,Illinois,17,Non-U.S.–born,241,Data not available
Tuberculosis,2018,Illinois,17,U.S.-born,78,Data not available
Tuberculosis,2019,Illinois,17,Non-U.S.–born,239,Data not available
Tuberculosis,2019,Illinois,17,U.S.-born,87,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Illinois,17,Non-U.S.–born,164,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Illinois,17,U.S.-born,52,Data not available
Tuberculosis,2021,Illinois,17,Non-U.S.–born,192,Data not available
Tuberculosis,2021,Illinois,17,U.S.-born,62,Data not available
Tuberculosis,2022,Illinois,17,Non-U.S.–born,221,Data not available
Tuberculosis,2022,Illinois,17,U.S.-born,77,Data not available
Tuberculosis,2000,Indiana,18,Non-U.S.–born,34,Data not available
Tuberculosis,2000,Indiana,18,U.S.-born,111,Data not available
Tuberculosis,2001,Indiana,18,Non-U.S.–born,40,Data not available
Tuberculosis,2001,Indiana,18,U.S.-born,75,Data not available
Tuberculosis,2002,Indiana,18,Non-U.S.–born,47,Data not available
Tuberculosis,2002,Indiana,18,U.S.-born,81,Data not available
Tuberculosis,2003,Indiana,18,Non-U.S.–born,49,Data not available
Tuberculosis,2003,Indiana,18,U.S.-born,94,Data not available
Tuberculosis,2004,Indiana,18,Non-U.S.–born,43,Data not available
Tuberculosis,2004,Indiana,18,U.S.-born,85,Data not available
Tuberculosis,2005,Indiana,18,Non-U.S.–born,60,Data not available
Tuberculosis,2005,Indiana,18,U.S.-born,86,Data not available
Tuberculosis,2006,Indiana,18,Non-U.S.–born,51,Data not available
Tuberculosis,2006,Indiana,18,U.S.-born,73,Data not available
Tuberculosis,2007,Indiana,18,Non-U.S.–born,55,Data not available
Tuberculosis,2007,Indiana,18,U.S.-born,73,Data not available
Tuberculosis,2008,Indiana,18,Non-U.S.–born,48,Data not available
Tuberculosis,2008,Indiana,18,U.S.-born,70,Data not available
Tuberculosis,2009,Indiana,18,Non-U.S.–born,55,Data not available
Tuberculosis,2009,Indiana,18,U.S.-born,64,Data not available
Tuberculosis,2010,Indiana,18,Non-U.S.–born,37,Data not available
Tuberculosis,2010,Indiana,18,U.S.-born,53,Data not available
Tuberculosis,2011,Indiana,18,Non-U.S.–born,43,Data not available
Tuberculosis,2011,Indiana,18,U.S.-born,57,Data not available
Tuberculosis,2012,Indiana,18,Non-U.S.–born,43,Data not available
Tuberculosis,2012,Indiana,18,U.S.-born,59,Data not available
Tuberculosis,2013,Indiana,18,Non-U.S.–born,51,Data not available
Tuberculosis,2013,Indiana,18,U.S.-born,43,Data not available
Tuberculosis,2014,Indiana,18,Non-U.S.–born,60,Data not available
Tuberculosis,2014,Indiana,18,U.S.-born,48,Data not available
Tuberculosis,2015,Indiana,18,Non-U.S.–born,67,Data not available
Tuberculosis,2015,Indiana,18,U.S.-born,49,Data not available
Tuberculosis,2016,Indiana,18,Non-U.S.–born,76,Data not available
Tuberculosis,2016,Indiana,18,U.S.-born,33,Data not available
Tuberculosis,2017,Indiana,18,Non-U.S.–born,73,Data not available
Tuberculosis,2017,Indiana,18,U.S.-born,27,Data not available
Tuberculosis,2018,Indiana,18,Non-U.S.–born,66,Data not available
Tuberculosis,2018,Indiana,18,U.S.-born,50,Data not available
Tuberculosis,2019,Indiana,18,Non-U.S.–born,67,Data not available
Tuberculosis,2019,Indiana,18,U.S.-born,41,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Indiana,18,Non-U.S.–born,53,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Indiana,18,U.S.-born,39,Data not available
Tuberculosis,2021,Indiana,18,Non-U.S.–born,72,Data not available
Tuberculosis,2021,Indiana,18,U.S.-born,55,Data not available
Tuberculosis,2022,Indiana,18,Non-U.S.–born,67,Data not available
Tuberculosis,2022,Indiana,18,U.S.-born,32,Data not available
Tuberculosis,2000,Iowa,19,Non-U.S.–born,26,Data not available
Tuberculosis,2000,Iowa,19,U.S.-born,14,Data not available
Tuberculosis,2001,Iowa,19,Non-U.S.–born,23,Data not available
Tuberculosis,2001,Iowa,19,U.S.-born,20,Data not available
Tuberculosis,2002,Iowa,19,Non-U.S.–born,20,Data not available
Tuberculosis,2002,Iowa,19,U.S.-born,14,Data not available
Tuberculosis,2003,Iowa,19,Non-U.S.–born,30,Data not available
Tuberculosis,2003,Iowa,19,U.S.-born,10,Data not available
Tuberculosis,2004,Iowa,19,Non-U.S.–born,31,Data not available
Tuberculosis,2004,Iowa,19,U.S.-born,16,Data not available
Tuberculosis,2005,Iowa,19,Non-U.S.–born,30,Data not available
Tuberculosis,2005,Iowa,19,U.S.-born,25,Data not available
Tuberculosis,2006,Iowa,19,Non-U.S.–born,28,Data not available
Tuberculosis,2006,Iowa,19,U.S.-born,12,Data not available
Tuberculosis,2007,Iowa,19,Non-U.S.–born,24,Data not available
Tuberculosis,2007,Iowa,19,U.S.-born,19,Data not available
Tuberculosis,2008,Iowa,19,Non-U.S.–born,32,Data not available
Tuberculosis,2008,Iowa,19,U.S.-born,17,Data not available
Tuberculosis,2009,Iowa,19,Non-U.S.–born,30,Data not available
Tuberculosis,2009,Iowa,19,U.S.-born,12,Data not available
Tuberculosis,2010,Iowa,19,Non-U.S.–born,37,Data not available
Tuberculosis,2010,Iowa,19,U.S.-born,10,Data not available
Tuberculosis,2011,Iowa,19,Non-U.S.–born,29,Data not available
Tuberculosis,2011,Iowa,19,U.S.-born,10,Data not available
Tuberculosis,2012,Iowa,19,Non-U.S.–born,34,Data not available
Tuberculosis,2012,Iowa,19,U.S.-born,12,Data not available
Tuberculosis,2013,Iowa,19,Non-U.S.–born,33,Data not available
Tuberculosis,2013,Iowa,19,U.S.-born,14,Data not available
Tuberculosis,2014,Iowa,19,Non-U.S.–born,38,Data not available
Tuberculosis,2014,Iowa,19,U.S.-born,16,Data not available
Tuberculosis,2015,Iowa,19,Non-U.S.–born,31,Data not available
Tuberculosis,2015,Iowa,19,U.S.-born,7,Data not available
Tuberculosis,2016,Iowa,19,Non-U.S.–born,40,Data not available
Tuberculosis,2016,Iowa,19,U.S.-born,8,Data not available
Tuberculosis,2017,Iowa,19,Non-U.S.–born,39,Data not available
Tuberculosis,2017,Iowa,19,U.S.-born,8,Data not available
Tuberculosis,2018,Iowa,19,Non-U.S.–born,40,Data not available
Tuberculosis,2018,Iowa,19,U.S.-born,9,Data not available
Tuberculosis,2019,Iowa,19,Non-U.S.–born,46,Data not available
Tuberculosis,2019,Iowa,19,U.S.-born,6,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Iowa,19,Non-U.S.–born,26,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Iowa,19,U.S.-born,13,Data not available
Tuberculosis,2021,Iowa,19,Non-U.S.–born,36,Data not available
Tuberculosis,2021,Iowa,19,U.S.-born,13,Data not available
Tuberculosis,2022,Iowa,19,Non-U.S.–born,42,Data not available
Tuberculosis,2022,Iowa,19,U.S.-born,18,Data not available
Tuberculosis,2000,Kansas,20,Non-U.S.–born,39,Data not available
Tuberculosis,2000,Kansas,20,U.S.-born,37,Data not available
Tuberculosis,2001,Kansas,20,Non-U.S.–born,48,Data not available
Tuberculosis,2001,Kansas,20,U.S.-born,31,Data not available
Tuberculosis,2002,Kansas,20,Non-U.S.–born,46,Data not available
Tuberculosis,2002,Kansas,20,U.S.-born,39,Data not available
Tuberculosis,2003,Kansas,20,Non-U.S.–born,44,Data not available
Tuberculosis,2003,Kansas,20,U.S.-born,31,Data not available
Tuberculosis,2004,Kansas,20,Non-U.S.–born,35,Data not available
Tuberculosis,2004,Kansas,20,U.S.-born,27,Data not available
Tuberculosis,2005,Kansas,20,Non-U.S.–born,31,Data not available
Tuberculosis,2005,Kansas,20,U.S.-born,29,Data not available
Tuberculosis,2006,Kansas,20,Non-U.S.–born,50,Data not available
Tuberculosis,2006,Kansas,20,U.S.-born,32,Data not available
Tuberculosis,2007,Kansas,20,Non-U.S.–born,38,Data not available
Tuberculosis,2007,Kansas,20,U.S.-born,21,Data not available
Tuberculosis,2008,Kansas,20,Non-U.S.–born,37,Data not available
Tuberculosis,2008,Kansas,20,U.S.-born,20,Data not available
Tuberculosis,2009,Kansas,20,Non-U.S.–born,39,Data not available
Tuberculosis,2009,Kansas,20,U.S.-born,25,Data not available
Tuberculosis,2010,Kansas,20,Non-U.S.–born,26,Data not available
Tuberculosis,2010,Kansas,20,U.S.-born,20,Data not available
Tuberculosis,2011,Kansas,20,Non-U.S.–born,20,Data not available
Tuberculosis,2011,Kansas,20,U.S.-born,16,Data not available
Tuberculosis,2012,Kansas,20,Non-U.S.–born,30,Data not available
Tuberculosis,2012,Kansas,20,U.S.-born,12,Data not available
Tuberculosis,2013,Kansas,20,Non-U.S.–born,25,Data not available
Tuberculosis,2013,Kansas,20,U.S.-born,11,Data not available
Tuberculosis,2014,Kansas,20,Non-U.S.–born,29,Data not available
Tuberculosis,2014,Kansas,20,U.S.-born,11,Data not available
Tuberculosis,2015,Kansas,20,Non-U.S.–born,27,Data not available
Tuberculosis,2015,Kansas,20,U.S.-born,9,Data not available
Tuberculosis,2016,Kansas,20,Non-U.S.–born,31,Data not available
Tuberculosis,2016,Kansas,20,U.S.-born,8,Data not available
Tuberculosis,2017,Kansas,20,Non-U.S.–born,20,Data not available
Tuberculosis,2017,Kansas,20,U.S.-born,8,Data not available
Tuberculosis,2018,Kansas,20,Non-U.S.–born,21,Data not available
Tuberculosis,2018,Kansas,20,U.S.-born,7,Data not available
Tuberculosis,2019,Kansas,20,Non-U.S.–born,25,Data not available
Tuberculosis,2019,Kansas,20,U.S.-born,12,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Kansas,20,Non-U.S.–born,27,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Kansas,20,U.S.-born,10,Data not available
Tuberculosis,2021,Kansas,20,Non-U.S.–born,29,Data not available
Tuberculosis,2021,Kansas,20,U.S.-born,14,Data not available
Tuberculosis,2022,Kansas,20,Non-U.S.–born,35,Data not available
Tuberculosis,2022,Kansas,20,U.S.-born,17,Data not available
Tuberculosis,2000,Kentucky,21,Non-U.S.–born,15,Data not available
Tuberculosis,2000,Kentucky,21,U.S.-born,132,Data not available
Tuberculosis,2001,Kentucky,21,Non-U.S.–born,28,Data not available
Tuberculosis,2001,Kentucky,21,U.S.-born,124,Data not available
Tuberculosis,2002,Kentucky,21,Non-U.S.–born,42,Data not available
Tuberculosis,2002,Kentucky,21,U.S.-born,104,Data not available
Tuberculosis,2003,Kentucky,21,Non-U.S.–born,29,Data not available
Tuberculosis,2003,Kentucky,21,U.S.-born,109,Data not available
Tuberculosis,2004,Kentucky,21,Non-U.S.–born,38,Data not available
Tuberculosis,2004,Kentucky,21,U.S.-born,89,Data not available
Tuberculosis,2005,Kentucky,21,Non-U.S.–born,31,Data not available
Tuberculosis,2005,Kentucky,21,U.S.-born,93,Data not available
Tuberculosis,2006,Kentucky,21,Non-U.S.–born,17,Data not available
Tuberculosis,2006,Kentucky,21,U.S.-born,67,Data not available
Tuberculosis,2007,Kentucky,21,Non-U.S.–born,37,Data not available
Tuberculosis,2007,Kentucky,21,U.S.-born,83,Data not available
Tuberculosis,2008,Kentucky,21,Non-U.S.–born,43,Data not available
Tuberculosis,2008,Kentucky,21,U.S.-born,58,Data not available
Tuberculosis,2009,Kentucky,21,Non-U.S.–born,27,Data not available
Tuberculosis,2009,Kentucky,21,U.S.-born,48,Data not available
Tuberculosis,2010,Kentucky,21,Non-U.S.–born,42,Data not available
Tuberculosis,2010,Kentucky,21,U.S.-born,48,Data not available
Tuberculosis,2011,Kentucky,21,Non-U.S.–born,23,Data not available
Tuberculosis,2011,Kentucky,21,U.S.-born,46,Data not available
Tuberculosis,2012,Kentucky,21,Non-U.S.–born,25,Data not available
Tuberculosis,2012,Kentucky,21,U.S.-born,53,Data not available
Tuberculosis,2013,Kentucky,21,Non-U.S.–born,28,Data not available
Tuberculosis,2013,Kentucky,21,U.S.-born,31,Data not available
Tuberculosis,2014,Kentucky,21,Non-U.S.–born,40,Data not available
Tuberculosis,2014,Kentucky,21,U.S.-born,39,Data not available
Tuberculosis,2015,Kentucky,21,Non-U.S.–born,34,Data not available
Tuberculosis,2015,Kentucky,21,U.S.-born,33,Data not available
